Track_Name,Album_Title,Artist
Edge Of The World,The Real Thing,Faith No More
Deixa Entrar,Deixa Entrar,Falamansa
Falamansa Song,Deixa Entrar,Falamansa
Xote Dos Milagres,Deixa Entrar,Falamansa
Rindo À Toa,Deixa Entrar,Falamansa
Confidência,Deixa Entrar,Falamansa
Forró De Tóquio,Deixa Entrar,Falamansa
Zeca Violeiro,Deixa Entrar,Falamansa
Avisa,Deixa Entrar,Falamansa
Principiando/Decolagem,Deixa Entrar,Falamansa
Asas,Deixa Entrar,Falamansa
Medo De Escuro,Deixa Entrar,Falamansa
Oração,Deixa Entrar,Falamansa
Minha Gata,Deixa Entrar,Falamansa
Desaforo,Deixa Entrar,Falamansa
In Your Honor,In Your Honor [Disc 1],Foo Fighters
No Way Back,In Your Honor [Disc 1],Foo Fighters
Best Of You,In Your Honor [Disc 1],Foo Fighters
DOA,In Your Honor [Disc 1],Foo Fighters
Hell,In Your Honor [Disc 1],Foo Fighters
The Last Song,In Your Honor [Disc 1],Foo Fighters
Free Me,In Your Honor [Disc 1],Foo Fighters
Resolve,In Your Honor [Disc 1],Foo Fighters
The Deepest Blues Are Black,In Your Honor [Disc 1],Foo Fighters
End Over End,In Your Honor [Disc 1],Foo Fighters
Still,In Your Honor [Disc 2],Foo Fighters
What If I Do?,In Your Honor [Disc 2],Foo Fighters
Miracle,In Your Honor [Disc 2],Foo Fighters
Another Round,In Your Honor [Disc 2],Foo Fighters
Friend Of A Friend,In Your Honor [Disc 2],Foo Fighters
Over And Out,In Your Honor [Disc 2],Foo Fighters
On The Mend,In Your Honor [Disc 2],Foo Fighters
Virginia Moon,In Your Honor [Disc 2],Foo Fighters
Cold Day In The Sun,In Your Honor [Disc 2],Foo Fighters
Razor,In Your Honor [Disc 2],Foo Fighters
All My Life,One By One,Foo Fighters
Low,One By One,Foo Fighters
Have It All,One By One,Foo Fighters
Times Like These,One By One,Foo Fighters
Disenchanted Lullaby,One By One,Foo Fighters
Tired Of You,One By One,Foo Fighters
Halo,One By One,Foo Fighters
Lonely As You,One By One,Foo Fighters
Overdrive,One By One,Foo Fighters
Burn Away,One By One,Foo Fighters
Come Back,One By One,Foo Fighters
Doll,The Colour And The Shape,Foo Fighters
Monkey Wrench,The Colour And The Shape,Foo Fighters
"Hey, Johnny Park!",The Colour And The Shape,Foo Fighters
My Poor Brain,The Colour And The Shape,Foo Fighters
Wind Up,The Colour And The Shape,Foo Fighters
Up In Arms,The Colour And The Shape,Foo Fighters
My Hero,The Colour And The Shape,Foo Fighters
See You,The Colour And The Shape,Foo Fighters
Enough Space,The Colour And The Shape,Foo Fighters
February Stars,The Colour And The Shape,Foo Fighters
Everlong,The Colour And The Shape,Foo Fighters
Walking After You,The Colour And The Shape,Foo Fighters
New Way Home,The Colour And The Shape,Foo Fighters
My Way,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Strangers In The Night,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
"New York, New York",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
I Get A Kick Out Of You,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Something Stupid,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Moon River,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
What Now My Love,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Summer Love,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
For Once In My Life,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Love And Marriage,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
They Can't Take That Away From Me,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
My Kind Of Town,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Fly Me To The Moon,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
I've Got You Under My Skin,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
The Best Is Yet To Come,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
It Was A Very Good Year,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Come Fly With Me,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
That's Life,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
The Girl From Ipanema,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
The Lady Is A Tramp,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Mack The Knife,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Loves Been Good To Me,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
L.A. Is My Lady,My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra
Entrando Na Sua (Intro),Roda De Funk,Funk Como Le Gusta
Nervosa,Roda De Funk,Funk Como Le Gusta
Funk De Bamba (Com Fernanda Abreu),Roda De Funk,Funk Como Le Gusta
Call Me At Cleo´s,Roda De Funk,Funk Como Le Gusta
Olhos Coloridos (Com Sandra De Sá),Roda De Funk,Funk Como Le Gusta
Zambação,Roda De Funk,Funk Como Le Gusta
Funk Hum,Roda De Funk,Funk Como Le Gusta
Forty Days (Com DJ Hum),Roda De Funk,Funk Como Le Gusta
Balada Da Paula,Roda De Funk,Funk Como Le Gusta
Dujji,Roda De Funk,Funk Como Le Gusta
Meu Guarda-Chuva,Roda De Funk,Funk Como Le Gusta
Motéis,Roda De Funk,Funk Como Le Gusta
Whistle Stop,Roda De Funk,Funk Como Le Gusta
16 Toneladas,Roda De Funk,Funk Como Le Gusta
Divirta-Se (Saindo Da Sua),Roda De Funk,Funk Como Le Gusta
Forty Days Instrumental,Roda De Funk,Funk Como Le Gusta
Óia Eu Aqui De Novo,As Canções de Eu Tu Eles,Gilberto Gil
Baião Da Penha,As Canções de Eu Tu Eles,Gilberto Gil
Esperando Na Janela,As Canções de Eu Tu Eles,Gilberto Gil
Juazeiro,As Canções de Eu Tu Eles,Gilberto Gil
Último Pau-De-Arara,As Canções de Eu Tu Eles,Gilberto Gil
Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil
Qui Nem Jiló,As Canções de Eu Tu Eles,Gilberto Gil
Assum Preto,As Canções de Eu Tu Eles,Gilberto Gil
Pau-De-Arara,As Canções de Eu Tu Eles,Gilberto Gil
A Volta Da Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil
O Amor Daqui De Casa,As Canções de Eu Tu Eles,Gilberto Gil
As Pegadas Do Amor,As Canções de Eu Tu Eles,Gilberto Gil
Lamento Sertanejo,As Canções de Eu Tu Eles,Gilberto Gil
Casinha Feliz,As Canções de Eu Tu Eles,Gilberto Gil
Introdução (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Palco (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Is This Love (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Stir It Up (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Refavela (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Vendedor De Caranguejo (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Quanta (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Estrela (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Pela Internet (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Cérebro Eletrônico (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Opachorô (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Copacabana (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
A Novidade (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Ghandi (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
De Ouro E Marfim (Live),Quanta Gente Veio Ver (Live),Gilberto Gil
Doce De Carnaval (Candy All),Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil
Lamento De Carnaval,Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil
Pretinha,Quanta Gente Veio ver--Bônus De Carnaval,Gilberto Gil
A Novidade,Unplugged,Eric Clapton
Tenho Sede,Unplugged,Eric Clapton
Refazenda,Unplugged,Eric Clapton
Realce,Unplugged,Eric Clapton
Esotérico,Unplugged,Eric Clapton
Drão,Unplugged,Eric Clapton
A Paz,Unplugged,Eric Clapton
Beira Mar,Unplugged,Eric Clapton
Sampa,Unplugged,Eric Clapton
Parabolicamará,Unplugged,Eric Clapton
Tempo Rei,Unplugged,Eric Clapton
Expresso 2222,Unplugged,Eric Clapton
Aquele Abraço,Unplugged,Eric Clapton
Palco,Unplugged,Eric Clapton
Toda Menina Baiana,Unplugged,Eric Clapton
Sítio Do Pica-Pau Amarelo,Unplugged,Eric Clapton
Straight Out Of Line,Faceless,Godsmack
Faceless,Faceless,Godsmack
Changes,Faceless,Godsmack
Make Me Believe,Faceless,Godsmack
I Stand Alone,Faceless,Godsmack
Re-Align,Faceless,Godsmack
I Fucking Hate You,Faceless,Godsmack
Releasing The Demons,Faceless,Godsmack
Dead And Broken,Faceless,Godsmack
I Am,Faceless,Godsmack
The Awakening,Faceless,Godsmack
Serenity,Faceless,Godsmack
American Idiot,American Idiot,Green Day
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home,American Idiot,Green Day
Holiday,American Idiot,Green Day
Boulevard Of Broken Dreams,American Idiot,Green Day
Are We The Waiting,American Idiot,Green Day
St. Jimmy,American Idiot,Green Day
Give Me Novacaine,American Idiot,Green Day
She's A Rebel,American Idiot,Green Day
Extraordinary Girl,American Idiot,Green Day
Letterbomb,American Idiot,Green Day
Wake Me Up When September Ends,American Idiot,Green Day
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,American Idiot,Green Day
Whatsername,American Idiot,Green Day
Welcome to the Jungle,Appetite for Destruction,Guns N' Roses
It's So Easy,Appetite for Destruction,Guns N' Roses
Nightrain,Appetite for Destruction,Guns N' Roses
Out Ta Get Me,Appetite for Destruction,Guns N' Roses
Mr. Brownstone,Appetite for Destruction,Guns N' Roses
Paradise City,Appetite for Destruction,Guns N' Roses
My Michelle,Appetite for Destruction,Guns N' Roses
Think About You,Appetite for Destruction,Guns N' Roses
Sweet Child O' Mine,Appetite for Destruction,Guns N' Roses
You're Crazy,Appetite for Destruction,Guns N' Roses
Anything Goes,Appetite for Destruction,Guns N' Roses
Rocket Queen,Appetite for Destruction,Guns N' Roses
Right Next Door to Hell,Use Your Illusion I,Guns N' Roses
Dust N' Bones,Use Your Illusion I,Guns N' Roses
Live and Let Die,Use Your Illusion I,Guns N' Roses
Don't Cry (Original),Use Your Illusion I,Guns N' Roses
Perfect Crime,Use Your Illusion I,Guns N' Roses
You Ain't the First,Use Your Illusion I,Guns N' Roses
Bad Obsession,Use Your Illusion I,Guns N' Roses
Back off Bitch,Use Your Illusion I,Guns N' Roses
Double Talkin' Jive,Use Your Illusion I,Guns N' Roses
November Rain,Use Your Illusion I,Guns N' Roses
The Garden,Use Your Illusion I,Guns N' Roses
Garden of Eden,Use Your Illusion I,Guns N' Roses
Don't Damn Me,Use Your Illusion I,Guns N' Roses
Bad Apples,Use Your Illusion I,Guns N' Roses
Dead Horse,Use Your Illusion I,Guns N' Roses
Coma,Use Your Illusion I,Guns N' Roses
Civil War,Use Your Illusion II,Guns N' Roses
14 Years,Use Your Illusion II,Guns N' Roses
Yesterdays,Use Your Illusion II,Guns N' Roses
Knockin' On Heaven's Door,Use Your Illusion II,Guns N' Roses
Get In The Ring,Use Your Illusion II,Guns N' Roses
Shotgun Blues,Use Your Illusion II,Guns N' Roses
Breakdown,Use Your Illusion II,Guns N' Roses
Pretty Tied Up,Use Your Illusion II,Guns N' Roses
Locomotive,Use Your Illusion II,Guns N' Roses
So Fine,Use Your Illusion II,Guns N' Roses
Estranged,Use Your Illusion II,Guns N' Roses
You Could Be Mine,Use Your Illusion II,Guns N' Roses
Don't Cry,Use Your Illusion II,Guns N' Roses
My World,Use Your Illusion II,Guns N' Roses
Colibri,Blue Moods,Incognito
Love Is The Colour,Blue Moods,Incognito
Magnetic Ocean,Blue Moods,Incognito
Deep Waters,Blue Moods,Incognito
L'Arc En Ciel De Miles,Blue Moods,Incognito
Gypsy,Blue Moods,Incognito
Journey Into Sunlight,Blue Moods,Incognito
Sunchild,Blue Moods,Incognito
Millenium,Blue Moods,Incognito
Thinking 'Bout Tomorrow,Blue Moods,Incognito
Jacob's Ladder,Blue Moods,Incognito
She Wears Black,Blue Moods,Incognito
Dark Side Of The Cog,Blue Moods,Incognito
Different World,A Matter of Life and Death,Iron Maiden
These Colours Don't Run,A Matter of Life and Death,Iron Maiden
Brighter Than a Thousand Suns,A Matter of Life and Death,Iron Maiden
The Pilgrim,A Matter of Life and Death,Iron Maiden
The Longest Day,A Matter of Life and Death,Iron Maiden
Out of the Shadows,A Matter of Life and Death,Iron Maiden
The Reincarnation of Benjamin Breeg,A Matter of Life and Death,Iron Maiden
For the Greater Good of God,A Matter of Life and Death,Iron Maiden
Lord of Light,A Matter of Life and Death,Iron Maiden
The Legacy,A Matter of Life and Death,Iron Maiden
Hallowed Be Thy Name (Live) [Non Album Bonus Track],A Matter of Life and Death,Iron Maiden
The Number Of The Beast,A Real Dead One,Iron Maiden
The Trooper,A Real Dead One,Iron Maiden
Prowler,A Real Dead One,Iron Maiden
Transylvania,A Real Dead One,Iron Maiden
Remember Tomorrow,A Real Dead One,Iron Maiden
Where Eagles Dare,A Real Dead One,Iron Maiden
Sanctuary,A Real Dead One,Iron Maiden
Running Free,A Real Dead One,Iron Maiden
Run To The Hilss,A Real Dead One,Iron Maiden
2 Minutes To Midnight,A Real Dead One,Iron Maiden
Iron Maiden,A Real Dead One,Iron Maiden
Hallowed Be Thy Name,A Real Dead One,Iron Maiden
Be Quick Or Be Dead,A Real Live One,Iron Maiden
From Here To Eternity,A Real Live One,Iron Maiden
Can I Play With Madness,A Real Live One,Iron Maiden
Wasting Love,A Real Live One,Iron Maiden
Tailgunner,A Real Live One,Iron Maiden
The Evil That Men Do,A Real Live One,Iron Maiden
Afraid To Shoot Strangers,A Real Live One,Iron Maiden
Bring Your Daughter... To The Slaughter,A Real Live One,Iron Maiden
Heaven Can Wait,A Real Live One,Iron Maiden
The Clairvoyant,A Real Live One,Iron Maiden
Fear Of The Dark,A Real Live One,Iron Maiden
The Wicker Man,Brave New World,Iron Maiden
Ghost Of The Navigator,Brave New World,Iron Maiden
Brave New World,Brave New World,Iron Maiden
Blood Brothers,Brave New World,Iron Maiden
The Mercenary,Brave New World,Iron Maiden
Dream Of Mirrors,Brave New World,Iron Maiden
The Fallen Angel,Brave New World,Iron Maiden
The Nomad,Brave New World,Iron Maiden
Out Of The Silent Planet,Brave New World,Iron Maiden
The Thin Line Between Love & Hate,Brave New World,Iron Maiden
Wildest Dreams,Dance Of Death,Iron Maiden
Rainmaker,Dance Of Death,Iron Maiden
No More Lies,Dance Of Death,Iron Maiden
Montsegur,Dance Of Death,Iron Maiden
Dance Of Death,Dance Of Death,Iron Maiden
Gates Of Tomorrow,Dance Of Death,Iron Maiden
New Frontier,Dance Of Death,Iron Maiden
Paschendale,Dance Of Death,Iron Maiden
Face In The Sand,Dance Of Death,Iron Maiden
Age Of Innocence,Dance Of Death,Iron Maiden
Journeyman,Dance Of Death,Iron Maiden
Be Quick Or Be Dead,Fear Of The Dark,Iron Maiden
From Here To Eternity,Fear Of The Dark,Iron Maiden
Afraid To Shoot Strangers,Fear Of The Dark,Iron Maiden
Fear Is The Key,Fear Of The Dark,Iron Maiden
Childhood's End,Fear Of The Dark,Iron Maiden
Wasting Love,Fear Of The Dark,Iron Maiden
The Fugitive,Fear Of The Dark,Iron Maiden
Chains Of Misery,Fear Of The Dark,Iron Maiden
The Apparition,Fear Of The Dark,Iron Maiden
Judas Be My Guide,Fear Of The Dark,Iron Maiden
Weekend Warrior,Fear Of The Dark,Iron Maiden
Fear Of The Dark,Fear Of The Dark,Iron Maiden
01 - Prowler,Iron Maiden,Iron Maiden
02 - Sanctuary,Iron Maiden,Iron Maiden
03 - Remember Tomorrow,Iron Maiden,Iron Maiden
04 - Running Free,Iron Maiden,Iron Maiden
05 - Phantom of the Opera,Iron Maiden,Iron Maiden
06 - Transylvania,Iron Maiden,Iron Maiden
07 - Strange World,Iron Maiden,Iron Maiden
08 - Charlotte the Harlot,Iron Maiden,Iron Maiden
09 - Iron Maiden,Iron Maiden,Iron Maiden
The Ides Of March,Killers,Iron Maiden
Wrathchild,Killers,Iron Maiden
Murders In The Rue Morgue,Killers,Iron Maiden
Another Life,Killers,Iron Maiden
Genghis Khan,Killers,Iron Maiden
Innocent Exile,Killers,Iron Maiden
Killers,Killers,Iron Maiden
Prodigal Son,Killers,Iron Maiden
Purgatory,Killers,Iron Maiden
Drifter,Killers,Iron Maiden
Intro- Churchill S Speech,Live After Death,Iron Maiden
Aces High,Live After Death,Iron Maiden
2 Minutes To Midnight,Live After Death,Iron Maiden
The Trooper,Live After Death,Iron Maiden
Revelations,Live After Death,Iron Maiden
Flight Of Icarus,Live After Death,Iron Maiden
Rime Of The Ancient Mariner,Live After Death,Iron Maiden
Powerslave,Live After Death,Iron Maiden
The Number Of The Beast,Live After Death,Iron Maiden
Hallowed Be Thy Name,Live After Death,Iron Maiden
Iron Maiden,Live After Death,Iron Maiden
Run To The Hills,Live After Death,Iron Maiden
Running Free,Live After Death,Iron Maiden
Wrathchild,Live After Death,Iron Maiden
Acacia Avenue,Live After Death,Iron Maiden
Children Of The Damned,Live After Death,Iron Maiden
Die With Your Boots On,Live After Death,Iron Maiden
Phantom Of The Opera,Live After Death,Iron Maiden
Be Quick Or Be Dead,Live At Donington 1992 (Disc 1),Iron Maiden
The Number Of The Beast,Live At Donington 1992 (Disc 1),Iron Maiden
Wrathchild,Live At Donington 1992 (Disc 1),Iron Maiden
From Here To Eternity,Live At Donington 1992 (Disc 1),Iron Maiden
Can I Play With Madness,Live At Donington 1992 (Disc 1),Iron Maiden
Wasting Love,Live At Donington 1992 (Disc 1),Iron Maiden
Tailgunner,Live At Donington 1992 (Disc 1),Iron Maiden
The Evil That Men Do,Live At Donington 1992 (Disc 1),Iron Maiden
Afraid To Shoot Strangers,Live At Donington 1992 (Disc 1),Iron Maiden
Fear Of The Dark,Live At Donington 1992 (Disc 1),Iron Maiden
Bring Your Daughter... To The Slaughter...,Live At Donington 1992 (Disc 2),Iron Maiden
The Clairvoyant,Live At Donington 1992 (Disc 2),Iron Maiden
Heaven Can Wait,Live At Donington 1992 (Disc 2),Iron Maiden
Run To The Hills,Live At Donington 1992 (Disc 2),Iron Maiden
2 Minutes To Midnight,Live At Donington 1992 (Disc 2),Iron Maiden
Iron Maiden,Live At Donington 1992 (Disc 2),Iron Maiden
Hallowed Be Thy Name,Live At Donington 1992 (Disc 2),Iron Maiden
The Trooper,Live At Donington 1992 (Disc 2),Iron Maiden
Sanctuary,Live At Donington 1992 (Disc 2),Iron Maiden
Running Free,Live At Donington 1992 (Disc 2),Iron Maiden
Tailgunner,No Prayer For The Dying,Iron Maiden
Holy Smoke,No Prayer For The Dying,Iron Maiden
No Prayer For The Dying,No Prayer For The Dying,Iron Maiden
Public Enema Number One,No Prayer For The Dying,Iron Maiden
Fates Warning,No Prayer For The Dying,Iron Maiden
The Assassin,No Prayer For The Dying,Iron Maiden
Run Silent Run Deep,No Prayer For The Dying,Iron Maiden
Hooks In You,No Prayer For The Dying,Iron Maiden
Bring Your Daughter... ...To The Slaughter,No Prayer For The Dying,Iron Maiden
Mother Russia,No Prayer For The Dying,Iron Maiden
Where Eagles Dare,Piece Of Mind,Iron Maiden
Revelations,Piece Of Mind,Iron Maiden
Flight Of The Icarus,Piece Of Mind,Iron Maiden
Die With Your Boots On,Piece Of Mind,Iron Maiden
The Trooper,Piece Of Mind,Iron Maiden
Still Life,Piece Of Mind,Iron Maiden
Quest For Fire,Piece Of Mind,Iron Maiden
Sun And Steel,Piece Of Mind,Iron Maiden
To Tame A Land,Piece Of Mind,Iron Maiden
Aces High,Powerslave,Iron Maiden
2 Minutes To Midnight,Powerslave,Iron Maiden
Losfer Words,Powerslave,Iron Maiden
Flash of The Blade,Powerslave,Iron Maiden
Duelists,Powerslave,Iron Maiden
Back in the Village,Powerslave,Iron Maiden
Powerslave,Powerslave,Iron Maiden
Rime of the Ancient Mariner,Powerslave,Iron Maiden
Intro,Rock In Rio [CD1],Iron Maiden
The Wicker Man,Rock In Rio [CD1],Iron Maiden
Ghost Of The Navigator,Rock In Rio [CD1],Iron Maiden
Brave New World,Rock In Rio [CD1],Iron Maiden
Wrathchild,Rock In Rio [CD1],Iron Maiden
2 Minutes To Midnight,Rock In Rio [CD1],Iron Maiden
Blood Brothers,Rock In Rio [CD1],Iron Maiden
Sign Of The Cross,Rock In Rio [CD1],Iron Maiden
The Mercenary,Rock In Rio [CD1],Iron Maiden
The Trooper,Rock In Rio [CD1],Iron Maiden
Dream Of Mirrors,Rock In Rio [CD2],Iron Maiden
The Clansman,Rock In Rio [CD2],Iron Maiden
The Evil That Men Do,Rock In Rio [CD2],Iron Maiden
Fear Of The Dark,Rock In Rio [CD2],Iron Maiden
Iron Maiden,Rock In Rio [CD2],Iron Maiden
The Number Of The Beast,Rock In Rio [CD2],Iron Maiden
Hallowed Be Thy Name,Rock In Rio [CD2],Iron Maiden
Sanctuary,Rock In Rio [CD2],Iron Maiden
Run To The Hills,Rock In Rio [CD2],Iron Maiden
Moonchild,Seventh Son of a Seventh Son,Iron Maiden
Infinite Dreams,Seventh Son of a Seventh Son,Iron Maiden
Can I Play With Madness,Seventh Son of a Seventh Son,Iron Maiden
The Evil That Men Do,Seventh Son of a Seventh Son,Iron Maiden
Seventh Son of a Seventh Son,Seventh Son of a Seventh Son,Iron Maiden
The Prophecy,Seventh Son of a Seventh Son,Iron Maiden
The Clairvoyant,Seventh Son of a Seventh Son,Iron Maiden
Only the Good Die Young,Seventh Son of a Seventh Son,Iron Maiden
Caught Somewhere in Time,Somewhere in Time,Iron Maiden
Wasted Years,Somewhere in Time,Iron Maiden
Sea of Madness,Somewhere in Time,Iron Maiden
Heaven Can Wait,Somewhere in Time,Iron Maiden
Stranger in a Strange Land,Somewhere in Time,Iron Maiden
Alexander the Great,Somewhere in Time,Iron Maiden
De Ja Vu,Somewhere in Time,Iron Maiden
The Loneliness of the Long Dis,Somewhere in Time,Iron Maiden
22 Acacia Avenue,The Number of The Beast,Iron Maiden
Children of the Damned,The Number of The Beast,Iron Maiden
Gangland,The Number of The Beast,Iron Maiden
Hallowed Be Thy Name,The Number of The Beast,Iron Maiden
Invaders,The Number of The Beast,Iron Maiden
Run to the Hills,The Number of The Beast,Iron Maiden
The Number Of The Beast,The Number of The Beast,Iron Maiden
The Prisoner,The Number of The Beast,Iron Maiden
Sign Of The Cross,The X Factor,Iron Maiden
Lord Of The Flies,The X Factor,Iron Maiden
Man On The Edge,The X Factor,Iron Maiden
Fortunes Of War,The X Factor,Iron Maiden
Look For The Truth,The X Factor,Iron Maiden
The Aftermath,The X Factor,Iron Maiden
Judgement Of Heaven,The X Factor,Iron Maiden
Blood On The World's Hands,The X Factor,Iron Maiden
The Edge Of Darkness,The X Factor,Iron Maiden
2 A.M.,The X Factor,Iron Maiden
The Unbeliever,The X Factor,Iron Maiden
Futureal,Virtual XI,Iron Maiden
The Angel And The Gambler,Virtual XI,Iron Maiden
Lightning Strikes Twice,Virtual XI,Iron Maiden
The Clansman,Virtual XI,Iron Maiden
When Two Worlds Collide,Virtual XI,Iron Maiden
The Educated Fool,Virtual XI,Iron Maiden
Don't Look To The Eyes Of A Stranger,Virtual XI,Iron Maiden
Como Estais Amigos,Virtual XI,Iron Maiden
Please Please Please,Sex Machine,James Brown
Think,Sex Machine,James Brown
Night Train,Sex Machine,James Brown
Out Of Sight,Sex Machine,James Brown
Papa's Got A Brand New Bag Pt.1,Sex Machine,James Brown
I Got You (I Feel Good),Sex Machine,James Brown
It's A Man's Man's Man's World,Sex Machine,James Brown
Cold Sweat,Sex Machine,James Brown
"Say It Loud, I'm Black And I'm Proud Pt.1",Sex Machine,James Brown
Get Up (I Feel Like Being A) Sex Machine,Sex Machine,James Brown
Hey America,Sex Machine,James Brown
Make It Funky Pt.1,Sex Machine,James Brown
I'm A Greedy Man Pt.1,Sex Machine,James Brown
Get On The Good Foot,Sex Machine,James Brown
Get Up Offa That Thing,Sex Machine,James Brown
It's Too Funky In Here,Sex Machine,James Brown
Living In America,Sex Machine,James Brown
I'm Real,Sex Machine,James Brown
Hot Pants Pt.1,Sex Machine,James Brown
Soul Power (Live),Sex Machine,James Brown
When You Gonna Learn (Digeridoo),Emergency On Planet Earth,Jamiroquai
Too Young To Die,Emergency On Planet Earth,Jamiroquai
Hooked Up,Emergency On Planet Earth,Jamiroquai
"If I Like It, I Do It",Emergency On Planet Earth,Jamiroquai
Music Of The Wind,Emergency On Planet Earth,Jamiroquai
Emergency On Planet Earth,Emergency On Planet Earth,Jamiroquai
"Whatever It Is, I Just Can't Stop",Emergency On Planet Earth,Jamiroquai
Blow Your Mind,Emergency On Planet Earth,Jamiroquai
Revolution 1993,Emergency On Planet Earth,Jamiroquai
Didgin' Out,Emergency On Planet Earth,Jamiroquai
Canned Heat,Synkronized,Jamiroquai
Planet Home,Synkronized,Jamiroquai
Black Capricorn Day,Synkronized,Jamiroquai
Soul Education,Synkronized,Jamiroquai
Failling,Synkronized,Jamiroquai
Destitute Illusions,Synkronized,Jamiroquai
Supersonic,Synkronized,Jamiroquai
Butterfly,Synkronized,Jamiroquai
Were Do We Go From Here,Synkronized,Jamiroquai
King For A Day,Synkronized,Jamiroquai
Deeper Underground,Synkronized,Jamiroquai
Just Another Story,The Return Of The Space Cowboy,Jamiroquai
Stillness In Time,The Return Of The Space Cowboy,Jamiroquai
Half The Man,The Return Of The Space Cowboy,Jamiroquai
Light Years,The Return Of The Space Cowboy,Jamiroquai
Manifest Destiny,The Return Of The Space Cowboy,Jamiroquai
The Kids,The Return Of The Space Cowboy,Jamiroquai
Mr. Moon,The Return Of The Space Cowboy,Jamiroquai
Scam,The Return Of The Space Cowboy,Jamiroquai
Journey To Arnhemland,The Return Of The Space Cowboy,Jamiroquai
Morning Glory,The Return Of The Space Cowboy,Jamiroquai
Space Cowboy,The Return Of The Space Cowboy,Jamiroquai
Last Chance,Get Born,JET
Are You Gonna Be My Girl,Get Born,JET
Rollover D.J.,Get Born,JET
Look What You've Done,Get Born,JET
Get What You Need,Get Born,JET
Move On,Get Born,JET
Radio Song,Get Born,JET
Get Me Outta Here,Get Born,JET
Cold Hard Bitch,Get Born,JET
Come Around Again,Get Born,JET
Take It Or Leave It,Get Born,JET
Lazy Gun,Get Born,JET
Timothy,Get Born,JET
Foxy Lady,Are You Experienced?,Jimi Hendrix
Manic Depression,Are You Experienced?,Jimi Hendrix
Red House,Are You Experienced?,Jimi Hendrix
Can You See Me,Are You Experienced?,Jimi Hendrix
Love Or Confusion,Are You Experienced?,Jimi Hendrix
I Don't Live Today,Are You Experienced?,Jimi Hendrix
May This Be Love,Are You Experienced?,Jimi Hendrix
Fire,Are You Experienced?,Jimi Hendrix
Third Stone From The Sun,Are You Experienced?,Jimi Hendrix
Remember,Are You Experienced?,Jimi Hendrix
Are You Experienced?,Are You Experienced?,Jimi Hendrix
Hey Joe,Are You Experienced?,Jimi Hendrix
Stone Free,Are You Experienced?,Jimi Hendrix
Purple Haze,Are You Experienced?,Jimi Hendrix
51st Anniversary,Are You Experienced?,Jimi Hendrix
The Wind Cries Mary,Are You Experienced?,Jimi Hendrix
Highway Chile,Are You Experienced?,Jimi Hendrix
